barcode,description,extdescription,department,prodgroup,category,season,colour,size,url
25691320,Recycled Relaxed Straight Leg Jean,"A pair of high-waisted jeans with a straight leg and raw edge hemline. Inside leg length: 80 cm.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,WINTER 2021,WASHED BLACK,6,https://www.glassons.com/content/products/p-suko-straight-leg-jean-chrysler-grey-wash-front-jd46463pdnm.jpg?width=200
26527963,Square Neck Stitch Long Sleeve Crop Top,"A long sleeve top featuring a square neckline, stitch detailing, ribbed material and a cropped length.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2022,EUCALYPTUS LEAF,S,https://www.glassons.com/content/products/sailor-seamed-square-neck-black-front-tl53893cot.jpg?width=200
26564173,Flower Lace Detail Bralette,"This bralette features flower lace detailing at the front, side ruching and a cropped length.",Loungewear,Underwear,Underwear Tops,SUMMER 2022,WRITING BLUES,6,https://www.glassons.com/content/products/arlo-ruched-side-bralette-youre-irrelephant-front-ut51460lac.jpg?width=200
26454832,Recycled Cord High Rise Straight Leg Pant,"Corduroy pants featuring a high rise waist, straight leg fit, pockets and belt loops. Inside leg length = 70cm.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Pants Woven,Pants Woven,WINTER 2022,"YOU'RE IRRELEPHANT",10,https://www.glassons.com/content/products/r-heidi-high-rise-straight-leg-youre-irrelephant-front-pw52818rcor.jpg?width=200
26500645,Recycled Seamless Scoop Neck Cropped Long Sleeve,"This long sleeve top features a seamless material, scoop neckline & a cropped length. This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Longsleeve,Tops Longsleeve,SUMMER 2022,SMOKED PEARL,M/L,https://www.glassons.com/content/products/slick-scoop-neck-seamless-smoked-pearl-front-tl53737rsea.jpg?width=200
25996340,Twist Reversible Knit Dress,"This reversible dress features a maxi-length with side split, twist front detail and rib knit material.

@ellacervetto wearing Sparkling Water.

This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Dresses,Dresses Knitwear,Dresses Knitwear,WINTER 2021,BLACK,XS,https://www.glassons.com/content/products/r-brittney-twist-reversible-knit-dress-black-front-kd49848rknt.jpg?width=200
26026237,Stitch Underbust Halter Dress,"This mini dress features a halter neck with keyhole detailing, bust stitching and ribbed material.",Dresses,Dresses Knitwear,Dresses Knitwear,WINTER 2021,TRIPLE FLAME,XS,https://www.glassons.com/content/products/alia-halter-keyhole-knit-mini-black-front-kd49682knt.jpg?width=200
26208701,Bandeau Ruched Back Panel Crop Top,"A strapless bandeau top with a ruched back, panelled detailing, a sweetheart neckline and cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,BLACK,12,https://www.glassons.com/content/products/co-dani-bandeau-black-front-bv51735pln.jpg?width=200
26230634,High Waist Faux Leather Short,"These shorts feature 100% faux leather, a high waist with a slim fin and pintuck detail.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,BLACK,14,https://www.glassons.com/content/products/co-pickle-pu-short-brownie-points-front-sw51625pu.jpg?width=200
26387017,Recycled Tie Waist Coat,"This Coat features a longline-relaxed fit, tie waist detailing and lapel and front pockets.

This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Outerwear,Coats,Coats,WINTER 2022,GREY MARLE,XL,https://www.glassons.com/content/products/r-sandra-tie-waist-coat-grey-marle-front-cl52640rpln.jpg?width=200
25690149,Cropped Racer Knit Tank,A racer rib style tank in a knitted material with a high neckline.,Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2021,WHITE,S,https://www.glassons.com/content/products/kylie-knit-crop-top-skies-the-limit-front-kv48091rib.jpg?width=200
26197272,Ribbed Garter Tank,"This tank features garter style detailing with silver hardware, ribbed material and a crew neckline.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,BLACK,S,https://www.glassons.com/content/products/ginny-garter-tank-black-front-tv50885aus.jpg?width=200
26490281,High Rise Wide Leg Pant,"These pants feature a high rise waist, wide leg fit, zip hook & eye clip closure and pockets.",Pants,Pants Woven,Pants Woven,SUMMER 2022,BLACK,10,https://www.glassons.com/content/products/cisco-pants-black-front-pw50721pln.jpg?width=200
26363233,Recycled Boxy Button Front Cardigan,"A knit cardigan featuring a boxy fit and button front detailing.

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knitwear,Knitwear Cardigans,Knitwear Cardigans,WINTER 2022,BLACK,S,https://www.glassons.com/content/products/r-co-brooklyn-boxy-cardigan-green-tambourine-front-kc52099rknt.jpg?width=200
26457598,Active Longline Sweat Short,"This sweat short features a high rise waist, an elasticated waistband, longline fit with a draw string and side pockets.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,MILK,L,https://www.glassons.com/content/products/fayde-long-line-shorts-bella-blue-front-sw53388lbk.jpg?width=200
26691367,Mondays Classic Hoodie,"This classic hoodie features a Mondays graphic print, long sleeves, a full length and a front pocket.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2022,MONDAYS/MINTY,L,https://www.glassons.com/content/products/0coco-classic-hoodie-mondayspale-grey-front-tl54169prt.jpg?width=200
26231013,Recycled Seamless Halter Tank,"This top features a halter style neckline, seamless ribbed material and a cropped length.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,WINTER 2021,CHOCOLATE MILK,M/L,https://www.glassons.com/content/products/hank-halter-neck-seamless-cash-cow-front-tv46683rsml.jpg?width=200
26402857,Recycled Knit Cropped Long Sleeve Cardigan,"This cardigan features a ribbed knit material, button through detail & a cropped length. This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knitwear,Knitwear Cardigans,Knitwear Cardigans,WINTER 2022,SPRING ONION,M,https://www.glassons.com/content/products/r-casa-crop-cardi-hot-cocoa-front-kc52792rknt.jpg?width=200
26557809,Active Supersoft Crew Neck Cropped Tee,"This active tee features a cropped length, crew neckline & short sleeves. Experience unlimited movement with our brand new Supersoft Active fabrication. Wear it in or show it off.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2022,BLACK,M,https://www.glassons.com/content/products/dino-double-layer-tee-khaki-front-ts53923ss.jpg?width=200
26595450,Recycled Balconette V Front Bikini Top,"This bikini top features a balconette fit with v wire front detailing, spaghetti adjustable straps & a back clasp with gold hardware.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Tops,Swim Tops,WINTER 2022,BRIGHT SPARK,10,https://www.glassons.com/content/products/r-paisley-panelled-balconette-bikini-top-white-front-ga54175rpln.jpg?width=200
26662497,Active Supersoft Scoop Neck Racer Back Tank,"This active tank features a cropped length & a racer back.

Experience unlimited movement with our brand new Supersoft Active fabrication. Wear it in or show it off.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,VICTORIAN BLUE,M,https://www.glassons.com/content/products/vernon-scoop-neck-racer-back-top-blue-jay-front-tv53044ss.jpg?width=200
26405933,Organic Cotton Mid Rise Sweat Short,"This sweat short featured organic cotton blend material, an elasticated mid rise waist, pockets, a drawstring and a short length.

This product contains 95% or less organically grown cotton and is Organic Content Standard (OCS) certified.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,MILK,S,https://www.glassons.com/content/products/tony-tiny-sweat-shorts-black-front-sw52690pcot.jpg?width=200
26691657,Corset Mini Skirt,"This skirt features a mid rise, boning detail and a mini length.",Skirts,Skirts,Skirts Short,SUMMER 2022,BLACK,8,https://www.glassons.com/content/products/corey-corset-mini-skirt-smoked-pearl-front-ss51161pln.jpg?width=200
25908343,Organic Cropped Ribbed Racer Tank,"This racer style tank features a round neckline, cropped length and ribbed detail.
 
This product contains organically grown cotton and is Organic Content Standard (OCS) certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2021,WHITE,XS,https://www.glassons.com/content/products/p-nichelle-tank-cash-cow-front-tv48772pcot.jpg?width=200
26570174,Recycled Crew Neck Knit Jumper,"This jumper features a crew neckline, a ribbed knit material, billow cuffed sleeves & a cropped length.  

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knitwear,Knitwear Longsleeve,Knitwear Longsleeve,WINTER 2022,MILK,S,https://www.glassons.com/content/products/r-cleo-cropped-knit-victorian-blue-front-kl52053rknt.jpg?width=200
26084688,Linen Oversized Button Through Shirt,"This asymmetrical shirt features longsleeves, button through detail with a collar.

Our linen viscose blend contains premium quality flax fibre. A natural and sustainable fibre, cultivated without artificial irrigation and GMO free that is traceable back to farms from Western Europe. EUROPEAN FLAX® certified.",Blouses,Blouse Longsleeve,Blouse Longsleeve,SUMMER 2021,BLACK,8,https://www.glassons.com/content/products/t-ollie-oversized-shirt-cash-cow-front-bl48432tlv.jpg?width=200
26190358,Split Side Flare Pant,"This pant features a high waisted slim fit, a flared leg with side splits and back zipper.",Pants,Pants Woven,Pants Woven,WINTER 2021,ROOT BEER,10,https://www.glassons.com/content/products/fyre-flare-pant-cash-cow-front-pw49498pln.jpg?width=200
26249315,Ruched Halter Neck Crop Top,This halter top features a cropped length and ruched detailing. Wear this four ways and complete with your favourite oversized blazer for a trans-seasonal look.,Knit Tops,Tops Sleeveless,Tops Sleeveless,WINTER 2021,MILK,S,https://www.glassons.com/content/products/siggi-halter-neck-top-brownie-points-front-tv50254pln.jpg?width=200
26581187,Active Supersoft Full Length Legging,This legging features a high waist & full length. Experience unlimited movement with our brand new Supersoft Active fabrication. Wear it in or show it off.,Pants,Pants Casual,Pants Casual,WINTER 2022,MR MUSHROOM,S,https://www.glassons.com/content/products/vernon-active-legging-black-front-pw54081ss.jpg?width=200
26185071,Stitch Panelled Flare Pant,"These pants feature panelled stitch detailing, a flared leg, belt loops and pockets.",Pants,Pants Woven,Pants Woven,SUMMER 2021,ROOT BEER,8,https://www.glassons.com/content/products/co-frankie-fun-pants-root-beer-front-pw49496pln.jpg?width=200
26448503,Floral Bucket Hat,Featuring a bucket had with a hibiscus floral print.,Accessories,Hats,Hats,SUMMER 2022,SUBLIME HIBISCUS,OS,https://www.glassons.com/content/products/twill-bucket-hat-hibiscus-front-ha45362hib.jpg?width=200
26535432,Curve Hem Super Crop Tank,"Featuring a super cropped tank with curve hem detail.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,KERMIT TO YOU,S,https://www.glassons.com/content/products/r-cuba-curve-hem-crop-sparkling-water-front-tv50749rcot.jpg?width=200
26595030,Faux Leather Croc Straight Leg Pant,"This pant features faux leather material with an animal print, a slim fit with a straight leg, belt loops and pockets.",Pants,Pants Woven,Pants Woven,WINTER 2022,VIRIDIAN GREEN,8,https://www.glassons.com/content/products/pistachio-croc-pu-pant-viridian-green-front-pw53371cro.jpg?width=200
26599618,Recycled Seamless Polo Tank,"This seamless top features a polo collared fit, V neckline & cropped length. This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,SEAS THE DAY,XS/S,https://www.glassons.com/content/products/r-syan-seamless-polo-tank-black-front-tv53431rsea.jpg?width=200
26031125,Ribbed Halter Knit Top,"This top features a halter neckline, racer back detail, ribbed knit material and cropped length.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,WINTER 2021,WHITE,M,https://www.glassons.com/content/products/harper-halter-knit-vitamin-c-front-kv50524rib.jpg?width=200
26040257,High Rise Denim Mom Short,"This denim short features a loose mom fit, cuffed hem and a super high rise waistline.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Shorts,Shorts Woven,Shorts Denim,SUMMER 2022,JASON MID WASH,10,https://www.glassons.com/content/products/p-mila-super-high-rise-mom-short-milk-front-sw50091pdnm.jpg?width=200
26279602,Waffle Mini Short,"A mini short featuring waffle material, a relaxed fit and elasticated waistband and pockets.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,NEUTRAL/WHITE,M,https://www.glassons.com/content/products/co-wanda-waffle-short-grey-marlewhite-front-sw50192waf.jpg?width=200
26332949,Stitch Curve Hem Knit Crop Top,"This top features stitch detailing, a curve hem, scoop neckline, knit material and a cropped length.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,HEAD IN THE SAND,M,https://www.glassons.com/content/products/parker-knit-top-black-front-kv52762pln.jpg?width=200
26405094,Ruched Button Front Shortsleeve Top,"This top features a cropped length, ruched detailing, button through front fastening and a collar.",Knit Tops,Tops Cardigan,Tops Cardigan,SUMMER 2022,FUNNY BONE,M,https://www.glassons.com/content/products/shubi-shortsleeve-button-through-top-horchata-front-tc51863pln.jpg?width=200
26544021,Mesh Ruched Hook & Eye Corset Top,"This sleeveless top features ruched front detailing, hook & eye closure mesh material and a cropped length.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,BLACK,M,https://www.glassons.com/content/products/holly-hook-eye-black-front-tv53325msh.jpg?width=200
25682335,Recycled Wide Leg Jean,"Featuring a high waist, snug through the hip with a straight leg style and ripped detailing on the hem. Inside leg length is 70cm.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,WINTER 2021,MILK,12,https://www.glassons.com/content/products/p-beadie-wide-leg-crop-jean-vintage-white-wash-front-jd41279pdnm.jpg?width=200
26476780,Classic Longline Trench Coat,"A classic longline trench coat featuring pockets, button front detailing and a collar.",Outerwear,Coats,Coats,WINTER 2022,SAND SIGNAL,L,https://www.glassons.com/content/products/naomi-classic-trench-coat-ice-sage-front-cl53134pol.jpg?width=200
26581552,Faux Leather Oversized Blazer,This faux leather blazer has an oversized fit with 2 button fastening detail on the front.,Outerwear,Jackets,Jackets,SUMMER 2022,BLACK,L,https://www.glassons.com/content/products/co-pickle-oversized-pu-blazer-hot-cocoa-front-jw51478npu.jpg?width=200
26484976,V Neck Curve Hem Corset,"This corset features a curve hem, v neckline with boning a cropped length and a tie-up back.",Blouses,Blouse Sleeveless,Blouse Sleeveless,WINTER 2022,GREEN TAMBOURINE,6,https://www.glassons.com/content/products/colby-curved-cup-corset-green-tambourine-front-bv51367cot.jpg?width=200
26529219,Organic Ribbed Crop Tank,"This ribbed tank features a cropped length, and scoop neckline. 

This product contains organically grown cotton and is Organic Content Standard (OCS) certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2021,PALE GREY MARLE,XS,https://www.glassons.com/content/products/p-safron-scoop-rib-tank-lettuce-celebrate-front-tv48890pcot.jpg?width=200
26594125,V Front Cropped Bandeau,"A strapless bandeau with v front detailing, a hidden side zip and cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,WINTER 2022,VICTORIAN BLUE,6,https://www.glassons.com/content/products/dixie-bengaline-top-black-front-bv53900pln.jpg?width=200
26388335,Bandeau Crop Top,This top features a strapless bandeau fit & cropped length.,Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,BLACK,S,https://www.glassons.com/content/products/co-saffie-slinky-boob-tube-spring-onion-front-tv52917pln.jpg?width=200
26476599,Recycled Ribbed Wide Leg Pant,"A knit pant featuring a high rise elasticated waist, wide rib detailing, super soft light weight material and a wide leg fit.

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Pants,Pants Casual,Pants Casual,SUMMER 2022,BLACK,M,https://www.glassons.com/content/products/co-regina-black-front-pw53156rknt.jpg?width=200
26518169,Rectangle Sunglasses,"These glasses featuring a rectangle frame and dark lense.

@oliviagrivas wearing Tort.",Accessories,Sunglasses,Sunglasses,SUMMER 2022,CARAMEL,OS,https://www.glassons.com/content/products/roxy-rectangle-sunglasses-tort-front-ga53927sun.jpg?width=200
26598857,Organic Graphic Baby Crop Tee,"This cropped tank featuring a graphic print, short sleeves and crew neckline.

This product contains organically grown cotton.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,HORSESHOE/HOT COCOA,M,https://www.glassons.com/content/products/p-flame-printed-sj-tee-lookin-goodwhite-front-ts51027pprt.jpg?width=200
26675237,Cowl Neck Corset Top,"This corset features a cowl neckline,  mesh material, boning, cropped lenth, elastic back and adjustable straps.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,LAGOON BREEZE,S,https://www.glassons.com/content/products/christine-cowlneck-corset-shadow-dancer-front-tv53561msh.jpg?width=200
25772494,Split Side Flare Pant,"These pants feature a high-rise, split front detail, pleating and belt loops.",Pants,Pants Woven,Pants Woven,SUMMER 2021,BLACK,10,https://www.glassons.com/content/products/paris-split-side-pant-horchata-front-pw48347pln.jpg?width=200
26405810,Recycled High Rise Rib Knit Pant,"A knit pant featuring a high rise waist, ribbed detailing and a straight leg fit.

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Pants,Pants Casual,Pants Casual,SUMMER 2022,BLACK,S,https://www.glassons.com/content/products/r-co-cleo-black-front-pw53155rknt.jpg?width=200
26476964,Recycled Knit Maxi Skirt,"This skirt features a ribbed knit material & a maxi length.

his product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Skirts,Skirts,Skirts Short,WINTER 2022,SAGE ADVICE MARLE,S,https://www.glassons.com/content/products/r-co-whitney-knit-skirt-choccocoa-marle-front-sl53381rknt.jpg?width=200
26544427,Organic Scoop Neck Cropped Tank,"This tank top features a scoop neckline, a ribbed material and a cropped length.

This product contains 95% or less organically grown cotton and is Organic Content Standard (OCS) certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,SMOKED PEARL,M,https://www.glassons.com/content/products/p-scooby-scoop-binded-tank-black-front-tv53989rrib.jpg?width=200
26576541,Recycled Wide Leg Cropped Jean,"This jean features a mid rise waist, wide leg fit and cropped length. Inside leg length = 70cm.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,WINTER 2022,FALCON LIGHT WASH,10,https://www.glassons.com/content/products/p-beadie-wide-leg-crop-jean-falcon-light-wash-front-jd41279paus.jpg?width=200
26666884,Active Supersoft Panel Bike Short,This active bike short features two tone detail. Experience unlimited movement with our brand new Supersoft Active fabrication. Wear it in or show it off.,Shorts,Shorts Woven,Shorts Woven,WINTER 2022,BLACK/TOFU,M,https://www.glassons.com/content/products/hana-spliced-bike-short-blackblack-front-sw53953col.jpg?width=200
26667584,Active Supersoft Two Tone Crop Top,"This active tank features two tone detail, a cropped length & adjustable straps.

Experience unlimited movement with our brand new Supersoft Active fabrication. Wear it in or show it off.",Knit Tops,Tops Sleeveless,Tops Sleeveless,WINTER 2022,BLACK/TOFU,M,https://www.glassons.com/content/products/cherrie-crop-top-blacktofu-front-tv53009col.jpg?width=200
26143187,Oversized Button Front Blazer,An oversized blazer featuring button fastening and a longline collar.,Outerwear,Jackets,Jackets,WINTER 2021,HEAD IN THE SAND,10,https://www.glassons.com/content/products/matilda-oversized-blazer-jacket-chocolate-milk-front-jw51337pln.jpg?width=200
26497815,Traceable Collared Long Sleeve Ribbed Top,"A knit top featuring button front detailing, a collar, ribbed material and long sleeves.

This product is made from certified viscose fibres that come from renewable wood sources using an eco-responsible production process. LENZING™ ECOVERO™ certified.",Knitwear,Knitwear Longsleeve,Knitwear Longsleeve,WINTER 2022,SEAS THE DAY,M,https://www.glassons.com/content/products/t-bronte-button-up-polo-knit-seas-the-day-front-kl53297tknt.jpg?width=200
26394473,Open Back Puff Sleeve Crop Top,"A blouse featuring puff sleeves with a lettuce trim finish, an open back with tie detail and a cropped length.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,SUMMER 2022,CHOCOLATE MILK,8,https://www.glassons.com/content/products/shwetha-short-sleeve-blouse-white-front-bs53294cot.jpg?width=200
26472195,Print Open Back Tie Puff Sleeve Crop Blouse,"A blouse featuring puff sleeves, cotton material with a print, a lettuce trim finish, open back with tie detail and a cropped length.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,SUMMER 2022,FORGETFUL FLORAL,8,https://www.glassons.com/content/products/shwetha-short-sleeve-blouse-forgetful-floral-front-bs53294ff.jpg?width=200
26608570,Recycled Floral Long Sleeve Mesh Crop Top,"A long sleeve top featuring printed mesh material, a cropped length and a front clasp closure.

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knit Tops,Tops Cardigan,Tops Cardigan,SUMMER 2022,LAVA LIGHTS,S,https://www.glassons.com/content/products/r-maddie-mesh-crop-lava-lights-front-tc51329rlav.jpg?width=200
26227788,Oversized Plisse Button Through Shirt,"This shirt features a textured material, oversized fit and button through detail.",Knit Tops,Tops Cardigan,Tops Cardigan,SUMMER 2022,BLACK,S,https://www.glassons.com/content/products/co-tyga-tetxured-button-through-viridian-green-front-tc51120pli.jpg?width=200
26634319,Houndstooth High Rise Flare Ponte Pant,"These ponte pants feature a flare leg, houndstooth print, high rise waist with an elasticated waistband.",Pants,Pants Casual,Pants Casual,SUMMER 2022,HOUNDSTOOTH,8,https://www.glassons.com/content/products/minogue-super-flare-ponte-pants-houndstooth-front-pw52146ht.jpg?width=200
26065083,Mesh Split Lace Trim Top,"This top features a sweetheart neckline with lace trim detail, a split cropped front, short sleeves and a mesh material. 

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2021,BLACK,S,https://www.glassons.com/content/products/r-stacy-lace-split-top-black-front-ts50003rmsh.jpg?width=200
26599243,Faux Leather Halter Waistcoat,"A faux leather waistcoat featuring button front detail, a v front halter neckine and cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,BLACK,6,https://www.glassons.com/content/products/daria-pu-waistcoat-black-front-bv51849tpu.jpg?width=200
26643885,V Neck Button Front Waistcoat,"This waistcoat features a v front neckline, button front closure, cropped length and a adjustable back buckle.",Blouses,Blouse Sleeveless,Blouse Sleeveless,WINTER 2022,MILK,6,https://www.glassons.com/content/products/maddison-waistcoat-black-front-bv54558pln.jpg?width=200
26064611,Longline Denim Shorts,"Denim shorts with a longline length, belt loops and pockets.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Shorts,Shorts Woven,Shorts Denim,SUMMER 2022,TIPPY TOES,10,https://www.glassons.com/content/products/p-miley-90s-longline-denim-short-tippy-toes-front-sw50096pcol.jpg?width=200
26300504,Oversized Textured Waffle Long Sleeve,"A long sleeve top featuring a oversized fit, light cotton textured waffle material and a full length with a side split.",Knit Tops,Tops Longsleeve,Tops Longsleeve,SUMMER 2022,NEUTRAL/WHITE,S,https://www.glassons.com/content/products/co-wanda-simple-longsleeve-danishfunny-bone-front-tl51115waf.jpg?width=200
26349930,Organic Cotton Racer Back Cropped Tank,"A tank top with a racer back, 100% organic cotton and a cropped length.

This product contains organically grown cotton.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,CARDAMOM,S,https://www.glassons.com/content/products/p-stevie-scoop-razor-back-tank-black-front-tv52811pcot.jpg?width=200
26533698,Collared Wrap Mini Dress,"This wrap dress features features a button front, collar, long cuffed sleeves, mini length and wrap tie side details.",Dresses,Dresses Short,Dresses Short,SUMMER 2022,BLACK,8,https://www.glassons.com/content/products/whitney-wrap-mini-dress-white-front-ds53531cot.jpg?width=200
26498775,Traceable Long Sleeve Ribbed Top,"A long sleeve knit top featuring ribbed detailing, knit material, a crew neckline and mid length. 

This product is made from certified viscose fibres that come from renewable wood sources using an eco-responsible production process. LENZING™ ECOVERO™ certified.",Knitwear,Knitwear Longsleeve,Knitwear Longsleeve,WINTER 2022,BLACK,S,https://www.glassons.com/content/products/t-co-candace-crew-neck-chocolate-milk-front-kl53116trib.jpg?width=200
26439082,Recycled Mystic Print Mesh Corset Top,"This corset features a mystic print & cropped length. This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,MYSTIC MONARCH,XS,https://www.glassons.com/content/products/r-lana-longline-corset-mystic-monarch-front-tv53429rmon.jpg?width=200
26485270,Floral V Neck Curve Hem Corset,"This corset features a curve hem, eucalyptus floral print, boning and tie-up back detail.",Blouses,Blouse Sleeveless,Blouse Sleeveless,WINTER 2022,EUCALYPTUS FLORAL,6,https://www.glassons.com/content/products/colby-curved-cup-corset-eucalyptus-floral-front-bv51367euc.jpg?width=200
26593999,Ruched Faux Leather Shoulder Bag,"This shoulder bag features faux leather material, ruched detailing and zip closure.",Accessories,Bags,Bags,WINTER 2022,CALL ME CUPID,OS,https://www.glassons.com/content/products/riley-ruched-mini-handbag-white-front-bg54182pu.jpg?width=200
26595092,Diamante Heart Side Lace Up Cropped Tee,"A baby crop tee featuring side lace up detail, a diamante heart print, a crew neckline and short sleeves.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,FLAME HEART/WHITE,XS,https://www.glassons.com/content/products/salma-side-split-diamante-tee-flame-heartwhite-front-ts53126dia.jpg?width=200
26609355,Straight Leg Puddle Jean,"A puddle jean featuring straight leg fit, pockets and belt loops. Inside leg length = 82cm.",Pants,Jeans Denim,Jeans Denim,WINTER 2022,BRYCE LIGHT WASH,10,https://www.glassons.com/content/products/piper-puddle-baggy-jeans-suzy-mid-wash-front-jd51910pden.jpg?width=200
26673936,Split Front Mesh Detail Top,"This mesh cami features a floral velvet like print, it has split front detailing with cupping under the bust.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,GRAPE MINI DAISIES,XS,https://www.glassons.com/content/products/cabo-cupped-butterfly-tank-black-mini-daisies-front-tv52059flk.jpg?width=200
26591797,Recycled High Rise Thong Bikini Bottom,"A bikini bottom featuring a high cut waist and thong coverage.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,AMETHYST,10,https://www.glassons.com/content/products/r-hailey-high-cut-bikini-briefs-blue-neptune-front-ga53027rpln.jpg?width=200
